Invoice ID,Line,Customer ID,Product ID,Size,Color,Unit Price,Quantity,Date,Time,Discount,Line Total,Store ID,Employee ID,Currency,SKU,Transaction Type,Payment Method,Invoice Total,
INV-US-003-04035342,1,207148,16031,XXL,Black,25.5,1,,,0.35,16.57,3,29,USD,MASH16031-XXL-,Sale,Cash,16.57,
INV-CN-007-02327620,1,447840,15876,48,Black,291.5,1,,,0,291.5,7,80,CNY,MAPA15876-48-,Sale,Credit Card,291.5,
INV-CN-010-03305027,1,624485,17097,L,Black,349,1,,,0.35,226.85,10,120,CNY,MASH17097-L-,Sale,Cash,226.85,
INV-DE-012-02861389,1,755792,16065,P,BEIGE,62,1,,,0,62,12,146,EUR,CHCO16065-P-BEIGE,Sale,Credit Card,62,
INV-DE-015-02577702,1,865417,16928,M,NEUTRAL,55.5,1,,,0,55.5,15,181,EUR,FESW16928-M-NEUTRAL,Sale,Cash,55.5,
INV-ES-027-03065925,1,1325723,17345,S,Black,64,1,,,0.35,41.6,27,310,EUR,FEDR17345-S-,Sale,Credit Card,41.6,
INV-ES-030-04415018,1,1452106,16920,N,Black,9,1,,,0,9,30,344,EUR,MAAC16920--,Sale,Credit Card,9,
INV-US-001-03880887,1,67887,15321,S,Black,38,1,,,0,38,1,10,USD,FESK15321-S-,Sale,Credit Card,38,
INV-US-001-03880945,1,29753,15942,M,Black,24.5,3,,,0.35,47.78,1,11,USD,FESH15942-M-,Sale,Cash,47.78,
INV-US-001-03881021,1,21437,15823,L,Black,26.5,1,,,0.35,17.23,1,5,USD,MASH15823-L-,Sale,Cash,66.22,
INV-US-001-03881021,2,21437,16467,S,Black,49,1,,,0,49,1,5,USD,FESP16467-S-,Sale,Cash,66.22,
INV-US-002-02091600,1,117170,16669,M,GREEN,72.5,1,,,0.35,47.12,2,18,USD,FEDR16669-M-GREEN,Sale,Cash,47.12,
INV-US-003-04035206,1,204773,17882,N,Black,6,1,,,0,6,3,32,USD,MAAC17882--,Sale,Credit Card,6,
INV-US-004-01495706,1,215309,16116,P,Black,42,1,,,0.35,27.3,4,45,USD,CHGI16116-P-,Sale,Credit Card,27.3,
INV-US-005-04364058,1,290090,15400,M,Black,128.5,1,,,0,128.5,5,54,USD,FESU15400-M-,Sale,Cash,128.5,
INV-DE-014-04953534,1,830786,17506,L,Black,113.5,2,,,0,227,14,168,EUR,FESU17506-L-,Sale,Credit Card,227,
INV-ES-026-04819246,1,1310244,16383,M,GOLD,42.5,1,,,0.35,27.62,26,302,EUR,FEDR16383-M-GOLD,Sale,Credit Card,64.12,
INV-ES-026-04819246,2,1310244,15567,M,Black,36.5,1,,,0,36.5,26,302,EUR,MAUN15567-M-,Sale,Credit Card,64.12,
INV-UK-016-03524583,1,900326,17452,38,Black,24.5,1,,,0,24.5,16,189,GBP,FEPA17452-38-,Sale,Credit Card,24.5,
INV-UK-016-03524679,1,921000,16033,M,Black,51,1,,,0,51,16,194,GBP,MASU16033-M-,Sale,Credit Card,63.35,
INV-UK-016-03524679,2,921000,16212,M,NEUTRAL,19,1,,,0.35,12.35,16,194,GBP,MAT-16212-M-NEUTRAL,Sale,Credit Card,63.35,
INV-US-002-02091664,1,79697,17572,M,BLACK,42.5,1,,,0.35,27.62,2,19,USD,CHGI17572-M-BLACK,Sale,Cash,71.83,
INV-US-002-02091664,2,79697,16072,M,Black,68,1,,,0.35,44.2,2,19,USD,FESH16072-M-,Sale,Cash,71.83,
INV-US-002-02091685,1,87011,16890,38,Black,91.5,1,,,0,91.5,2,23,USD,MAPA16890-38-,Sale,Credit Card,91.5,
INV-CN-006-03123191,1,621605,17505,M,Black,349,1,,,0,349,6,68,CNY,FESK17505-M-,Sale,Credit Card,2148.18,
INV-CN-006-03123191,2,621605,16392,M,YELLOW,778,1,,,0,778,6,68,CNY,MACO16392-M-YELLOW,Sale,Credit Card,2148.18,
INV-CN-006-03123191,3,621605,17315,M,Black,274,1,,,0,274,6,68,CNY,CHPA17315-M-,Sale,Credit Card,2148.18,
INV-CN-006-03123191,4,621605,15447,M,PINK,566,1,,,0.35,367.9,6,68,CNY,FEDR15447-M-PINK,Sale,Credit Card,2148.18,
INV-CN-006-03123191,5,621605,17643,L,Black,358,1,,,0.35,232.7,6,68,CNY,MASH17643-L-,Sale,Credit Card,2148.18,
INV-CN-006-03123191,6,621605,15994,M,Black,225.5,1,,,0.35,146.58,6,68,CNY,FESH15994-M-,Sale,Credit Card,2148.18,
INV-CN-008-01645155,1,693344,17552,S,WHITE,428.5,1,,,0,428.5,8,92,CNY,FESW17552-S-WHITE,Sale,Credit Card,428.5,
INV-CN-009-05129975,1,597699,17825,M,Black,349,3,,,0.35,680.55,9,108,CNY,MASH17825-M-,Sale,Cash,680.55,
INV-CN-009-05130129,1,540301,17902,M,MUSTARD,261,1,,,0.35,169.65,9,103,CNY,MAT-17902-M-MUSTARD,Sale,Credit Card,169.65,
INV-FR-022-02655090,1,1150829,16994,40,Black,100,1,,,0,100,22,258,EUR,MAPA16994-40-,Sale,Credit Card,100,
INV-FR-023-03378943,1,1191076,17533,S,Black,55,1,,,0,55,23,265,EUR,FESP17533-S-,Sale,Credit Card,55,
INV-UK-016-03524655,1,930394,16077,S,Black,34,1,,,0,34,16,194,GBP,FESP16077-S-,Sale,Credit Card,34,
INV-US-001-03880665,1,10665,15525,S,LILAC,78,1,,,0.35,50.7,1,10,USD,FEDR15525-S-LILAC,Sale,Cash,50.7,
INV-US-002-02091461,1,111389,17832,M,PINK,50.5,1,,,0.35,32.83,2,19,USD,CHGI17832-M-PINK,Sale,Credit Card,32.83,
INV-US-002-02091666,1,110550,15224,L,GREEN,64.5,1,,,0.35,41.93,2,19,USD,MAT-15224-L-GREEN,Sale,Cash,41.93,
INV-US-002-02091697,1,100875,15634,XL,Black,124,1,,,0,124,2,24,USD,FESU15634-XL-,Sale,Credit Card,124,
INV-US-003-04035198,1,177640,15161,S,YELLOW,83,1,,,0.35,53.95,3,35,USD,FEDR15161-S-YELLOW,Sale,Credit Card,53.95,
INV-US-004-01495689,1,221572,15099,M,Black,41.5,1,,,0,41.5,4,41,USD,MAUN15099-M-,Sale,Credit Card,41.5,
INV-CN-007-02327630,1,442253,15378,M,BEIGE,795.5,1,,,0,795.5,7,81,CNY,MACO15378-M-BEIGE,Sale,Cash,795.5,
INV-CN-008-01645086,1,490161,17745,XXL,GOLD,336,1,,,0,336,8,96,CNY,MASW17745-XXL-GOLD,Sale,Credit Card,468.27,
INV-CN-008-01645086,2,490161,15354,XL,NEUTRAL,203.5,1,,,0.35,132.28,8,96,CNY,MAT-15354-XL-NEUTRAL,Sale,Credit Card,468.27,
INV-CN-008-01645099,1,505375,17818,L,Black,941.5,1,,,0,941.5,8,96,CNY,FESU17818-L-,Sale,Credit Card,941.5,
INV-DE-011-03367483,1,715807,15362,M,RED,46.5,1,,,0.35,30.23,11,133,EUR,CHGI15362-M-RED,Sale,Credit Card,30.23,
INV-DE-012-02861336,1,780343,17632,S,Black,53.5,1,,,0.35,34.77,12,146,EUR,FESH17632-S-,Sale,Credit Card,34.77,
INV-DE-013-03496334,1,789316,15251,M,Black,20.5,1,,,0.35,13.33,13,157,EUR,MASH15251-M-,Sale,Credit Card,13.33,
INV-FR-021-03712274,1,1112001,17226,M,MUSTARD,27,1,,,0.35,17.55,21,246,EUR,MAT-17226-M-MUSTARD,Sale,Credit Card,17.55,
INV-FR-022-02655132,1,1165704,16124,L,Black,39,1,,,0.35,25.35,22,257,EUR,FESH16124-L-,Sale,Credit Card,25.35,
INV-FR-025-03001161,1,1135083,16540,M,Black,48.5,1,,,0.35,31.53,25,290,EUR,FESH16540-M-,Sale,Credit Card,31.53,
INV-FR-025-03001166,1,1181585,17589,L,PINK,60,1,,,0,60,25,290,EUR,MASW17589-L-PINK,Sale,Credit Card,60,
INV-UK-018-01844333,1,1009354,15863,M,LILAC,27.5,1,,,0.35,17.88,18,213,GBP,FEDR15863-M-LILAC,Sale,Credit Card,17.88,
INV-UK-019-03269411,1,1038894,16376,M,TURQUOISE,32,3,,,0.35,62.4,19,228,GBP,CHGI16376-M-TURQUOISE,Sale,Credit Card,62.4,
INV-CN-006-03123197,1,410054,16798,S,NEUTRAL,349,1,,,0,349,6,68,CNY,FESW16798-S-NEUTRAL,Sale,Credit Card,349,
INV-CN-007-02327594,1,448639,15601,M,MUSTARD,645.5,1,,,0,645.5,7,79,CNY,FECO15601-M-MUSTARD,Sale,Cash,645.5,
INV-DE-012-02861286,1,850796,15960,G,WHITE,52.5,1,,,0.35,34.12,12,144,EUR,CHGI15960-G-WHITE,Sale,Cash,284.12,
INV-DE-012-02861286,2,850796,16554,L,Black,51.5,1,,,0,51.5,12,144,EUR,MASP16554-L-,Sale,Cash,284.12,
INV-DE-012-02861286,3,850796,16912,M,RED,50.5,1,,,0,50.5,12,144,EUR,MACO16912-M-RED,Sale,Cash,284.12,
INV-DE-012-02861286,4,850796,17489,XXL,Black,74,2,,,0,148,12,144,EUR,MASU17489-XXL-,Sale,Cash,284.12,
INV-DE-013-03496269,1,792752,16501,M,Black,75,1,,,0,75,13,154,EUR,MASU16501-M-,Sale,Cash,75,
INV-DE-014-04953548,1,821674,15293,S,Black,26.5,1,,,0,26.5,14,168,EUR,FET-15293-S-,Sale,Credit Card,26.5,
INV-FR-024-03707136,1,1232047,16007,M,Black,97,3,,,0,291,24,276,EUR,MASU16007-M-,Sale,Credit Card,291,
INV-UK-016-03524637,1,911708,17815,L,Black,25,1,,,0,25,16,189,GBP,FET-17815-L-,Sale,Credit Card,25,
INV-US-001-03881044,1,578,16502,L,Black,52.5,2,,,0,105,1,7,USD,MASP16502-L-,Sale,Cash,105,
INV-US-002-02091745,1,107496,15485,XXL,Black,44,1,,,0.35,28.6,2,18,USD,MASH15485-XXL-,Sale,Credit Card,28.6,
INV-CN-006-03123406,1,408279,17618,38,Black,583.5,1,,,0,583.5,6,66,CNY,MAPA17618-38-,Sale,Credit Card,583.5,
INV-CN-007-02327548,1,446324,17038,M,Black,1025.5,1,,,0,1025.5,7,82,CNY,FESU17038-M-,Sale,Credit Card,1025.5,
INV-CN-007-02327629,1,470344,15794,L,BEIGE,782.5,1,,,0,782.5,7,78,CNY,MACO15794-L-BEIGE,Sale,Credit Card,782.5,
INV-DE-011-03367436,1,697813,17234,G,YELLOW,53.5,1,,,0.35,34.77,11,133,EUR,CHGI17234-G-YELLOW,Sale,Credit Card,34.77,
INV-DE-012-02861322,1,753356,17060,XL,Black,55,1,,,0.35,35.75,12,147,EUR,FESH17060-XL-,Sale,Credit Card,166.25,
INV-DE-012-02861322,2,753356,17910,M,BLACK,57,1,,,0.35,37.05,12,147,EUR,CHGI17910-M-BLACK,Sale,Credit Card,166.25,
INV-DE-012-02861322,3,753356,17684,M,Black,53,1,,,0.35,34.45,12,147,EUR,FESH17684-M-,Sale,Credit Card,166.25,
INV-DE-012-02861322,4,753356,16814,M,Black,59,1,,,0,59,12,147,EUR,MASP16814-M-,Sale,Credit Card,166.25,
INV-DE-014-04953551,1,818208,17917,M,Black,70.5,1,,,0.35,45.83,14,166,EUR,FEDR17917-M-,Sale,Credit Card,267.62,
INV-DE-014-04953551,2,818208,16388,M,Black,85,1,,,0,85,14,166,EUR,FESU16388-M-,Sale,Credit Card,267.62,
INV-DE-014-04953551,3,818208,17215,M,WHITE,47,1,,,0.35,30.55,14,166,EUR,FEDR17215-M-WHITE,Sale,Credit Card,267.62,
INV-DE-014-04953551,4,818208,15759,S,MUSTARD,65,1,,,0.35,42.25,14,166,EUR,FEDR15759-S-MUSTARD,Sale,Credit Card,267.62,
INV-DE-014-04953551,5,818208,15111,S,Black,34,1,,,0,34,14,166,EUR,FET-15111-S-,Sale,Credit Card,267.62,
INV-DE-014-04953551,6,818208,17535,N,Black,30,1,,,0,30,14,166,EUR,FEAC17535--,Sale,Credit Card,267.62,
INV-DE-015-02577687,1,860768,16992,M,Black,15.5,1,,,0.35,10.08,15,180,EUR,MAT-16992-M-,Sale,Credit Card,10.08,
INV-FR-021-03712290,1,1205729,15034,46,Black,45,1,,,0,45,21,248,EUR,FEPA15034-46-,Sale,Credit Card,281.23,
INV-FR-021-03712290,2,1205729,16358,M,Black,44.5,1,,,0.35,28.93,21,248,EUR,FESH16358-M-,Sale,Credit Card,281.23,
INV-FR-021-03712290,3,1205729,16724,36,Black,81,1,,,0,81,21,248,EUR,FEPA16724-36-,Sale,Credit Card,281.23,
INV-FR-021-03712290,4,1205729,15213,S,Black,57.5,1,,,0.35,37.38,21,248,EUR,FEDR15213-S-,Sale,Credit Card,281.23,
INV-FR-021-03712290,5,1205729,17415,G,Black,21,1,,,0,21,21,248,EUR,CHBA17415-G-,Sale,Credit Card,281.23,
INV-FR-021-03712290,6,1205729,16142,P,BLUE,44,1,,,0.35,28.6,21,248,EUR,CHGI16142-P-BLUE,Sale,Credit Card,281.23,
INV-FR-021-03712290,7,1205729,15778,G,Black,60.5,1,,,0.35,39.33,21,248,EUR,CHGI15778-G-,Sale,Credit Card,281.23,
INV-FR-022-02655012,1,1142027,16306,M,Black,20,1,,,0.35,13,22,255,EUR,FESH16306-M-,Sale,Cash,85.8,
INV-FR-022-02655012,2,1142027,15629,L,PINK,76.5,1,,,0.35,49.73,22,255,EUR,FEDR15629-L-PINK,Sale,Cash,85.8,
INV-FR-022-02655012,3,1142027,15459,M,Black,35.5,1,,,0.35,23.07,22,255,EUR,MASH15459-M-,Sale,Cash,85.8,
INV-FR-024-03707102,1,1229266,17546,M,LILAC,54,1,,,0.35,35.1,24,278,EUR,CHGI17546-M-LILAC,Sale,Credit Card,35.1,
INV-FR-025-03001191,1,1224800,16996,M,Black,52,1,,,0,52,25,289,EUR,MASP16996-M-,Sale,Credit Card,52,
INV-PT-032-03454288,1,1574291,15050,M,GREEN,30,1,,,0.35,19.5,32,366,EUR,CHGI15050-M-GREEN,Sale,Cash,19.5,
INV-US-004-01495748,1,262099,16539,L,RED,49.5,1,,,0.35,32.18,4,48,USD,FEDR16539-L-RED,Sale,Credit Card,32.18,
INV-CN-006-03123045,1,359269,15191,L,Black,331.5,1,,,0,331.5,6,72,CNY,FESK15191-L-,Sale,Cash,331.5,
INV-CN-006-03123420,1,396082,17255,M,Black,848.5,1,,,0,848.5,6,66,CNY,MASU17255-M-,Sale,Credit Card,1149,
INV-CN-006-03123420,2,396082,15613,XL,RED,300.5,1,,,0,300.5,6,66,CNY,MASW15613-XL-RED,Sale,Credit Card,1149,
INV-ES-028-01753440,1,1380917,17208,M,MUSTARD,53.5,1,,,0.35,34.77,28,323,EUR,CHGI17208-M-MUSTARD,Sale,Credit Card,34.77,
INV-PT-032-03454312,1,1591205,15822,M,BLACK,60.5,1,,,0.35,39.33,32,368,EUR,MAT-15822-M-BLACK,Sale,Credit Card,39.33,
INV-UK-016-03524566,1,910362,15518,M,BEIGE,33,1,,,0.35,21.45,16,194,GBP,CHGI15518-M-BEIGE,Sale,Cash,21.45,
INV-US-001-03880693,1,14410,17537,XL,PINK,49.5,1,,,0,49.5,1,11,USD,MASW17537-XL-PINK,Sale,Credit Card,81.03,
INV-US-001-03880693,2,14410,16877,M,YELLOW,48.5,1,,,0.35,31.53,1,11,USD,FEDR16877-M-YELLOW,Sale,Credit Card,81.03,
INV-US-002-02091526,1,137786,16262,M,Black,114.5,1,,,0,114.5,2,23,USD,MACO16262-M-,Sale,Credit Card,114.5,
INV-US-003-04035298,1,180034,16335,S,Black,34.5,1,,,0,34.5,3,31,USD,FESK16335-S-,Sale,Cash,110.55,
INV-US-003-04035298,2,180034,16150,S,Black,52.5,1,,,0.35,34.12,3,31,USD,FESH16150-S-,Sale,Cash,110.55,
INV-US-003-04035298,3,180034,16982,S,Black,64.5,1,,,0.35,41.93,3,31,USD,FESH16982-S-,Sale,Cash,110.55,
INV-US-004-01495776,1,253105,17112,M,Black,31.5,1,,,0.35,20.48,4,41,USD,FESH17112-M-,Sale,Credit Card,20.48,
INV-CN-006-03123473,1,399954,17381,M,GOLD,482,1,,,0,482,6,71,CNY,MASW17381-M-GOLD,Sale,Cash,482,
INV-CN-008-01645190,1,507576,15732,M,MUSTARD,411,1,,,0,411,8,92,CNY,FESW15732-M-MUSTARD,Sale,Credit Card,411,
INV-CN-008-01645280,1,399316,17438,XXL,Black,345,1,,,0,345,8,95,CNY,MASP17438-XXL-,Sale,Credit Card,345,
INV-DE-015-02577658,1,851732,15777,M,TURQUOISE,30.5,3,,,0,91.5,15,177,EUR,CHBA15777-M-TURQUOISE,Sale,Credit Card,91.5,
INV-FR-024-03707090,1,1231002,17387,L,Black,26,1,,,0,26,24,277,EUR,MAUN17387-L-,Sale,Credit Card,26,
INV-PT-032-03454265,1,1588926,17122,M,GREEN,50,1,,,0.35,32.5,32,370,EUR,MAT-17122-M-GREEN,Sale,Credit Card,32.5,
INV-UK-020-02767775,1,1062685,15969,M,Black,23.5,1,,,0,23.5,20,238,GBP,FET-15969-M-,Sale,Credit Card,23.5,
INV-US-002-02091475,1,212255,17733,M,BURGUNDY,116.5,1,,,0,116.5,2,19,USD,FECO17733-M-BURGUNDY,Sale,Credit Card,186,
INV-US-002-02091475,2,212255,15311,M,GREEN,69.5,1,,,0,69.5,2,19,USD,CHCO15311-M-GREEN,Sale,Credit Card,186,
INV-US-004-01495659,1,238348,15414,M,Black,41.5,1,,,0.35,26.98,4,44,USD,CHGI15414-M-,Sale,Credit Card,26.98,
INV-CN-006-03123129,1,680314,15447,M,PINK,566,1,,,0.35,367.9,6,72,CNY,FEDR15447-M-PINK,Sale,Credit Card,367.9,
INV-CN-006-03123410,1,405387,16571,S,Black,362.5,1,,,0,362.5,6,68,CNY,FESP16571-S-,Sale,Credit Card,744.7,
INV-CN-006-03123410,2,405387,15551,M,SILVER,588,1,,,0.35,382.2,6,68,CNY,FEDR15551-M-SILVER,Sale,Credit Card,744.7,
INV-DE-013-03496242,1,726168,15381,M,Black,34,1,,,0.35,22.1,13,154,EUR,MASH15381-M-,Sale,Credit Card,22.1,
INV-ES-029-04576437,1,1431242,15215,S,Black,34,1,,,0,34,29,335,EUR,FET-15215-S-,Sale,Cash,34,
INV-FR-024-03707061,1,1215503,15142,M,Black,34,1,,,0,34,24,277,EUR,FELI15142-M-,Sale,Credit Card,86,
INV-FR-024-03707061,2,1215503,17137,M,Black,80,1,,,0.35,52,24,277,EUR,FEDR17137-M-,Sale,Credit Card,86,
INV-FR-024-03707161,1,1174118,17164,L,Black,57,1,,,0.35,37.05,24,280,EUR,FESH17164-L-,Sale,Credit Card,78.05,
INV-FR-024-03707161,2,1174118,15316,M,MUSTARD,41,1,,,0,41,24,280,EUR,FESW15316-M-MUSTARD,Sale,Credit Card,78.05,
INV-PT-031-03922855,1,1541232,16615,S,Black,61.5,1,,,0,61.5,31,357,EUR,FECO16615-S-,Sale,Credit Card,79.05,
INV-PT-031-03922855,2,1541232,17382,M,NEUTRAL,27,1,,,0.35,17.55,31,357,EUR,MAT-17382-M-NEUTRAL,Sale,Credit Card,79.05,
INV-PT-031-03922894,1,1533681,16233,S,Black,43.5,1,,,0,43.5,31,353,EUR,FESP16233-S-,Sale,Credit Card,75.35,
INV-PT-031-03922894,2,1533681,17780,P,BEIGE,49,1,,,0.35,31.85,31,353,EUR,CHGI17780-P-BEIGE,Sale,Credit Card,75.35,
INV-US-002-02091719,1,106427,17930,42,Black,72,1,,,0,72,2,19,USD,MAPA17930-42-,Sale,Credit Card,72,
INV-CN-006-03123134,1,416366,17136,M,WHITE,468.5,2,,,0,937,6,70,CNY,FESW17136-M-WHITE,Sale,Credit Card,937,
INV-CN-006-03123535,1,396696,17409,XL,Black,274,1,,,0.35,178.1,6,72,CNY,MASH17409-XL-,Sale,Credit Card,178.1,
INV-CN-010-03305043,1,610004,16853,S,Black,256.5,1,,,0,256.5,10,116,CNY,FET-16853-S-,Sale,Credit Card,581.17,
INV-CN-010-03305043,2,610004,16238,XL,BLACK,499.5,1,,,0.35,324.68,10,116,CNY,MAT-16238-XL-BLACK,Sale,Credit Card,581.17,
INV-DE-012-02861295,1,773180,16485,M,PINK,41.5,1,,,0,41.5,12,145,EUR,FECO16485-M-PINK,Sale,Credit Card,41.5,
INV-DE-014-04953468,1,827290,15591,M,Black,104.5,1,,,0,104.5,14,169,EUR,MASU15591-M-,Sale,Credit Card,150.45,
INV-DE-014-04953468,2,827290,17873,N,GOLD,24.5,1,,,0,24.5,14,169,EUR,FEAC17873--GOLD,Sale,Credit Card,150.45,
INV-DE-014-04953468,3,827290,15173,XL,Black,33,1,,,0.35,21.45,14,169,EUR,MASH15173-XL-,Sale,Credit Card,150.45,
